caseID;resp.cat;DAY;RD;LRR;var.lrr
CK050_4;composition;0.041666667;0.001344086;0.463735485;
CK050_4;composition;31;1;0.294424079;
CK050_4;index;0;0;-0.01857053;0.010392742
CK050_4;index;0.041666667;0.001344086;-0.420432387;0.016973223
CK050_4;index;0.5;0.016129032;-0.23193051;0.010285016
CK050_4;index;1;0.032258065;-0.086688645;0.033780028
CK050_4;index;2;0.064516129;-0.303858173;0.090077995
CK050_4;index;14;0.451612903;-0.455448826;0.054897576
CK050_4;index;28;0.903225806;-0.239558175;0.028991712
CK050_4;index;31;1;0.020876128;0.018348321
CK051_1;biomass;7;0.012068966;-1.250905958;0.00408056
CK051_1;biomass;91.5;0.157758621;-0.105720163;0.001171819
CK051_1;biomass;274.5;0.473275862;0.01675081;0.000889009
CK051_1;biomass;396.5;0.68362069;0.003294896;0.00161578
CK051_1;biomass;579.5;1;-0.016051709;0.001868863
CK051_1;composition;7;0.012068966;0.582058661;
CK051_1;composition;91.5;0.157758621;0.106623384;
CK051_1;composition;274.5;0.473275862;0.247297358;
CK051_1;composition;396.5;0.68362069;0.069282576;
CK051_1;composition;579.5;1;0.223868897;
CK051_2;biomass;7;0.012068966;-1.206408859;0.022747808
CK051_2;biomass;91.5;0.157758621;-0.980829253;0.043952094
CK051_2;biomass;274.5;0.473275862;-0.424093928;0.030001604
CK051_2;biomass;396.5;0.68362069;-0.713081395;0.035843936
CK051_2;biomass;579.5;1;-0.440381373;0.041911048
CK051_2;composition;7;0.012068966;0.586483065;
CK051_2;composition;91.5;0.157758621;0.360816846;
CK051_2;composition;274.5;0.473275862;0.23894017;
CK051_2;composition;396.5;0.68362069;0.434563785;
CK051_2;composition;579.5;1;0.329289092;
CK051_3;biomass;7;0.012068966;-1.18306612;0.036252243
CK051_3;biomass;91.5;0.157758621;-1.009484509;0.024066364
CK051_3;biomass;274.5;0.473275862;-0.68536504;0.042912612
CK051_3;biomass;396.5;0.68362069;-0.567194772;0.02458076
CK051_3;biomass;579.5;1;-0.416782933;0.048692216
CK051_3;composition;7;0.012068966;0.58517398;
CK051_3;composition;91.5;0.157758621;0.507826392;
CK051_3;composition;274.5;0.473275862;0.447692434;
CK051_3;composition;396.5;0.68362069;0.557832554;
CK051_3;composition;579.5;1;0.475306652;
CK052_1;abundance;0;0;-0.011527505;0.021004742
CK052_1;abundance;0.041666667;0.041666667;-0.599032992;0.032954181
CK052_1;abundance;0.125;0.125;-0.615546186;0.018175935
CK052_1;abundance;0.208333333;0.208333333;-0.550978809;0.018021044
CK052_1;abundance;0.291666667;0.291666667;-0.661786932;0.020307555
CK052_1;abundance;0.416666667;0.416666667;-0.660204303;0.013827349
CK052_1;abundance;0.5;0.5;-0.211696296;0.014853456
CK052_1;abundance;1;1;-0.119841506;0.011591676
CK052_1;composition;0.041666667;0.041666667;0.317739221;
CK052_1;composition;0.125;0.125;0.533754549;
CK052_1;composition;0.208333333;0.208333333;0.415629399;
CK052_1;composition;0.291666667;0.291666667;0.338347918;
CK052_1;composition;0.416666667;0.416666667;0.196457215;
CK052_1;composition;0.5;0.5;0.14290505;
CK052_1;composition;1;1;0.219275095;
CK052_1;index;0;0;-0.005338091;0.003353052
CK052_1;index;0.041666667;0.041666667;0.006629859;0.006178076
CK052_1;index;0.125;0.125;0;0.010763924
CK052_1;index;0.208333333;0.208333333;0;0.01043535
CK052_1;index;0.291666667;0.291666667;0.078046093;0.011383172
CK052_1;index;0.416666667;0.416666667;0.030803257;0.002185899
CK052_1;index;0.5;0.5;-0.010647838;0.003300438
CK052_1;index;1;1;0.021410274;0.002406611
CK053_1;abundance;1;0.002645503;-2.197224577;0.864416685
CK053_1;abundance;6;0.015873016;-1.963609726;0.204410251
CK053_1;abundance;18;0.047619048;-1.544899391;0.06075625
CK053_1;abundance;39;0.103174603;-1.684339221;0.057991495
CK053_1;abundance;70;0.185185185;-2.329492546;0.210448989
CK053_1;abundance;100;0.264550265;-0.702903356;0.012184094
CK053_1;abundance;156;0.412698413;-0.608806032;0.074165204
CK053_1;abundance;218;0.576719577;-0.169500868;0.03925629
CK053_1;abundance;319;0.843915344;0;0.001587276
CK053_1;abundance;378;1;0.355203273;0.033050385
CK053_1;composition;1;0.002645503;0.400152911;
CK053_1;composition;6;0.015873016;0.6453749;
CK053_1;composition;18;0.047619048;0.640298476;
CK053_1;composition;39;0.103174603;0.512891127;
CK053_1;composition;70;0.185185185;0.409535545;
CK053_1;composition;100;0.264550265;0.36955763;
CK053_1;composition;156;0.412698413;0.256235923;
CK053_1;composition;218;0.576719577;0.205754086;
CK053_1;composition;319;0.843915344;0.212371103;
CK053_1;composition;378;1;0.267640335;
CK053_1;index;1;0.002645503;-1.554082829;0.083367687
CK053_1;index;6;0.015873016;-1.330481408;0.0413935
CK053_1;index;18;0.047619048;-1.034277937;0.039947708
CK053_1;index;39;0.103174603;-1.170516673;0.030557485
CK053_1;index;70;0.185185185;-1.250968664;0.009092174
CK053_1;index;100;0.264550265;-0.298134903;0.011982632
CK053_1;index;156;0.412698413;-0.365356827;0.020443698
CK053_1;index;218;0.576719577;0.044109865;0.020165815
CK053_1;index;319;0.843915344;0.07213004;0.009413235
CK053_1;index;378;1;0.40566103;0.011666465
CK054_1;biomass;0;0;-0.161969328;0.04332101
CK054_1;biomass;7;0.009589041;-0.057158414;0.053810359
CK054_1;biomass;365;0.5;-0.833175825;0.096498736
CK054_1;biomass;730;1;-0.210823067;0.020157836
CK054_1;composition;0;0;0.028233386;
CK054_1;composition;7;0.009589041;0.173585409;
CK054_1;index;0;0;0.014320054;0.002579894
CK054_1;index;7;0.009589041;-0.06001801;0.005920665
CK054_1;index;365;0.5;-0.223143551;0.002252073
CK054_1;index;730;1;-0.102338713;0.004038107
CK054_2;biomass;0;0;0.430081736;0.318984417
CK054_2;biomass;7;0.009589041;-0.213093215;0.038590773
CK054_2;biomass;365;0.5;-0.433864583;0.147115808
CK054_2;biomass;730;1;-0.068402727;0.059658674
CK054_2;composition;0;0;0.114371113;
CK054_2;composition;7;0.009589041;0.20836004;
CK054_2;index;0;0;0.065139302;0.003508346
CK054_2;index;7;0.009589041;-0.107520344;0.029191401
CK054_2;index;365;0.5;-0.121360857;0.002592498
CK054_2;index;730;1;0.026873018;0.003615002
CK054_3;biomass;0;0;0.184158105;0.02225763
CK054_3;biomass;7;0.009589041;-0.205562521;0.023659259
CK054_3;biomass;365;0.5;-0.487884055;0.024836887
CK054_3;biomass;730;1;-0.399799371;0.01566945
CK054_4;biomass;0;0;0.057158414;0.021376035
CK054_4;biomass;7;0.009589041;-1.055630466;0.033108132
CK054_4;biomass;365;0.5;-0.927428476;0.022501768
CK054_4;biomass;730;1;-1.011600912;0.039302829
CK055_1;biomass;30.5;0.052586207;-3.349904087;0.257694675
CK055_1;biomass;61;0.105172414;-1.712388447;0.020039505
CK055_1;biomass;91.5;0.157758621;-1.231520882;0.008534555
CK055_1;biomass;122;0.210344828;-0.74042334;0.009350587
CK055_1;biomass;152.5;0.262931034;-0.645015084;0.01629079
CK055_1;biomass;183;0.315517241;-0.338659943;0.007315903
CK055_1;biomass;213.5;0.368103448;-0.143654015;0.008151387
CK055_1;biomass;244;0.420689655;-0.106897795;0.008479163
CK055_1;biomass;274.5;0.473275862;-0.136168177;0.003247436
CK055_1;biomass;305;0.525862069;0.05300958;0.0330187
CK055_1;biomass;335.5;0.578448276;-0.052462588;0.02446519
CK055_1;biomass;366;0.631034483;0.056823928;0.007282607
CK055_1;biomass;396.5;0.68362069;-0.076016977;0.006316038
CK055_1;biomass;427;0.736206897;-0.047951871;0.005968423
CK055_1;biomass;457.5;0.788793103;-0.025562876;0.006048347
CK055_1;biomass;518.5;0.893965517;-0.054006374;0.007249169
CK055_1;biomass;549;0.946551724;0.012571785;0.006469435
CK055_1;biomass;579.5;1;0.034359139;0.006360368
CK055_1;composition;30.5;0.052586207;0.028118046;
CK055_1;composition;61;0.105172414;0.109456991;
CK055_1;composition;91.5;0.157758621;0.290983607;
CK055_1;composition;122;0.210344828;0.067793264;
CK055_1;composition;152.5;0.262931034;0.055850961;
CK055_1;composition;183;0.315517241;0.061948258;
CK055_1;composition;213.5;0.368103448;0.076353112;
CK055_1;composition;244;0.420689655;0.098107851;
CK055_1;composition;274.5;0.473275862;0.026804045;
CK055_1;composition;305;0.525862069;0.038578275;
CK055_1;composition;335.5;0.578448276;0.023785435;
CK055_1;composition;366;0.631034483;0.012705457;
CK055_1;composition;396.5;0.68362069;0.070328819;
CK055_1;composition;427;0.736206897;0.014168502;
CK055_1;composition;457.5;0.788793103;0.058195908;
CK055_1;composition;518.5;0.893965517;0.042754134;
CK055_1;composition;549;0.946551724;0.115709963;
CK055_1;composition;579.5;1;0.145908308;
CK055_1;index;30.5;0.052586207;0.077629184;
CK055_1;index;61;0.105172414;0.222203138;
CK055_1;index;91.5;0.157758621;0.552724905;
CK055_1;index;122;0.210344828;0.133773935;
CK055_1;index;152.5;0.262931034;0.125335089;
CK055_1;index;183;0.315517241;0.143829562;
CK055_1;index;213.5;0.368103448;0.175022467;
CK055_1;index;244;0.420689655;0.201420228;
CK055_1;index;274.5;0.473275862;0.056659975;
CK055_1;index;305;0.525862069;0.077689909;
CK055_1;index;335.5;0.578448276;0.018720398;
CK055_1;index;366;0.631034483;-0.01692038;
CK055_1;index;396.5;0.68362069;0.140455608;
CK055_1;index;427;0.736206897;-0.001777074;
CK055_1;index;457.5;0.788793103;0.119015988;
CK055_1;index;518.5;0.893965517;0.067582635;
CK055_1;index;549;0.946551724;0.203953856;
CK055_1;index;579.5;1;0.239972643;
CK055_2;biomass;30.5;0.052586207;-3.349904087;0.257694675
CK055_2;biomass;61;0.105172414;-1.530804625;0.0242049
CK055_2;biomass;91.5;0.157758621;-1.011337372;0.00588741
CK055_2;biomass;122;0.210344828;-0.59299501;0.00217629
CK055_2;biomass;152.5;0.262931034;-0.414796031;0.009051755
CK055_2;biomass;183;0.315517241;-0.275025246;0.017515881
CK055_2;biomass;213.5;0.368103448;-0.094672628;0.010951512
CK055_2;biomass;244;0.420689655;-0.19563621;0.019350709
CK055_2;biomass;274.5;0.473275862;-0.158927466;0.005566087
CK055_2;biomass;305;0.525862069;-0.091165955;0.033878376
CK055_2;biomass;335.5;0.578448276;-0.200926745;0.020198586
CK055_2;biomass;366;0.631034483;0.016528388;0.003598299
CK055_2;biomass;396.5;0.68362069;-0.040815845;0.002681402
CK055_2;biomass;427;0.736206897;-0.025579573;0.003319504
CK055_2;biomass;457.5;0.788793103;-0.044596568;0.005432616
CK055_2;biomass;518.5;0.893965517;-0.100487068;0.005989286
CK055_2;biomass;549;0.946551724;-0.034106184;0.006294019
CK055_2;biomass;579.5;1;-0.089036634;0.011326119
CK055_2;composition;30.5;0.052586207;0.114221219;
CK055_2;composition;61;0.105172414;0.472500191;
CK055_2;composition;91.5;0.157758621;0.461984027;
CK055_2;composition;122;0.210344828;0.288069105;
CK055_2;composition;152.5;0.262931034;0.233109443;
CK055_2;composition;183;0.315517241;0.202792348;
CK055_2;composition;213.5;0.368103448;0.179591363;
CK055_2;composition;244;0.420689655;0.151540963;
CK055_2;composition;274.5;0.473275862;0.168587034;
CK055_2;composition;305;0.525862069;0.148799554;
CK055_2;composition;335.5;0.578448276;0.138497276;
CK055_2;composition;366;0.631034483;0.075227769;
CK055_2;composition;396.5;0.68362069;0.145352752;
CK055_2;composition;427;0.736206897;0.091834013;
CK055_2;composition;457.5;0.788793103;0.051457035;
CK055_2;composition;518.5;0.893965517;0.07679911;
CK055_2;composition;549;0.946551724;0.069892472;
CK055_2;composition;579.5;1;0.045492238;
CK055_2;index;30.5;0.052586207;0.235332396;
CK055_2;index;61;0.105172414;0.867485282;
CK055_2;index;91.5;0.157758621;0.84868113;
CK055_2;index;122;0.210344828;0.564302634;
CK055_2;index;152.5;0.262931034;0.43225738;
CK055_2;index;183;0.315517241;0.366942208;
CK055_2;index;213.5;0.368103448;0.30657216;
CK055_2;index;244;0.420689655;0.261304896;
CK055_2;index;274.5;0.473275862;0.269597995;
CK055_2;index;305;0.525862069;0.261843866;
CK055_2;index;335.5;0.578448276;0.227933203;
CK055_2;index;366;0.631034483;0.130386946;
CK055_2;index;396.5;0.68362069;0.260050695;
CK055_2;index;427;0.736206897;0.159005879;
CK055_2;index;457.5;0.788793103;0.096448659;
CK055_2;index;518.5;0.893965517;0.172481806;
CK055_2;index;549;0.946551724;0.164421892;
CK055_2;index;579.5;1;0.128012336;
CK055_3;biomass;30.5;0.052586207;-3.384390263;0.252585464
CK055_3;biomass;61;0.105172414;-2.051519081;0.098865601
CK055_3;biomass;91.5;0.157758621;-1.243912614;0.019914998
CK055_3;biomass;122;0.210344828;-0.646627165;0.004146726
CK055_3;biomass;152.5;0.262931034;-0.601592922;0.008354662
CK055_3;biomass;183;0.315517241;-0.420785413;0.023566485
CK055_3;biomass;213.5;0.368103448;-0.24946086;0.007095026
CK055_3;biomass;244;0.420689655;-0.31738452;0.017310572
CK055_3;biomass;274.5;0.473275862;-0.329167602;0.004401938
CK055_3;biomass;305;0.525862069;-0.072726588;0.028356715
CK055_3;biomass;335.5;0.578448276;-0.175640947;0.014938656
CK055_3;biomass;366;0.631034483;0.07249823;0.00659755
CK055_3;biomass;396.5;0.68362069;-0.064145053;0.004351496
CK055_3;biomass;427;0.736206897;-0.086388578;0.003956566
CK055_3;biomass;457.5;0.788793103;-0.091812262;0.009505507
CK055_3;biomass;518.5;0.893965517;-0.131231694;0.011951387
CK055_3;biomass;549;0.946551724;0.00841723;0.00746655
CK055_3;biomass;579.5;1;-0.056731102;0.00703044
CK055_3;composition;30.5;0.052586207;0.037791082;
CK055_3;composition;61;0.105172414;0.154811399;
CK055_3;composition;91.5;0.157758621;0.230268757;
CK055_3;composition;122;0.210344828;0.17481898;
CK055_3;composition;152.5;0.262931034;0.230864103;
CK055_3;composition;183;0.315517241;0.183651267;
CK055_3;composition;213.5;0.368103448;0.174692787;
CK055_3;composition;244;0.420689655;0.142475325;
CK055_3;composition;274.5;0.473275862;0.154267844;
CK055_3;composition;305;0.525862069;0.209555595;
CK055_3;composition;335.5;0.578448276;0.202546477;
CK055_3;composition;366;0.631034483;0.127930393;
CK055_3;composition;396.5;0.68362069;0.166603082;
CK055_3;composition;427;0.736206897;0.175355092;
CK055_3;composition;457.5;0.788793103;0.193122612;
CK055_3;composition;518.5;0.893965517;0.114019954;
CK055_3;composition;549;0.946551724;0.199871234;
CK055_3;composition;579.5;1;0.152742261;
CK055_3;index;30.5;0.052586207;0.028780002;
CK055_3;index;61;0.105172414;0.330096129;
CK055_3;index;91.5;0.157758621;0.431816203;
CK055_3;index;122;0.210344828;0.350187857;
CK055_3;index;152.5;0.262931034;0.400577481;
CK055_3;index;183;0.315517241;0.348740417;
CK055_3;index;213.5;0.368103448;0.320099628;
CK055_3;index;244;0.420689655;0.260256016;
CK055_3;index;274.5;0.473275862;0.267702103;
CK055_3;index;305;0.525862069;0.354524368;
CK055_3;index;335.5;0.578448276;0.308156416;
CK055_3;index;366;0.631034483;0.241473035;
CK055_3;index;396.5;0.68362069;0.287899588;
CK055_3;index;427;0.736206897;0.241498654;
CK055_3;index;457.5;0.788793103;0.272204262;
CK055_3;index;518.5;0.893965517;0.20072303;
CK055_3;index;549;0.946551724;0.32399782;
CK055_3;index;579.5;1;0.244239371;
CK055_4;biomass;30.5;0.052586207;-4.077537444;1.002585464
CK055_4;biomass;61;0.105172414;-3.970291914;1.004360983
CK055_4;biomass;91.5;0.157758621;-3.619886583;0.447314342
CK055_4;biomass;122;0.210344828;-4.083171262;1.003591017
CK055_4;biomass;152.5;0.262931034;-4.019980147;1.002900896
CK055_4;biomass;183;0.315517241;-3.506557897;0.446944444
CK055_4;biomass;213.5;0.368103448;-3.619886583;0.446600057
CK055_4;biomass;244;0.420689655;-3.843030134;1.006553288
CK055_4;biomass;274.5;0.473275862;-3.931825633;1.000865052
CK055_4;biomass;305;0.525862069;-3.713572067;1.000095181
CK055_4;biomass;335.5;0.578448276;-4.008999729;0.63864611
CK055_4;biomass;366;0.631034483;-2.282464251;0.507097878
CK055_4;biomass;396.5;0.68362069;-2.048465255;0.451154591
CK055_4;biomass;427;0.736206897;-2.346998868;0.126284148
CK055_4;biomass;457.5;0.788793103;-1.568412922;0.186060893
CK055_4;biomass;518.5;0.893965517;-1.292184155;0.168532214
CK055_4;biomass;549;0.946551724;-0.810910484;0.101407647
CK055_4;biomass;579.5;1;-0.908102712;0.138424481
CK055_4;composition;30.5;0.052586207;1;
CK055_4;composition;61;0.105172414;0.381360912;
CK055_4;composition;91.5;0.157758621;0.364191419;
CK055_4;composition;122;0.210344828;0.710406249;
CK055_4;composition;152.5;0.262931034;0.868948584;
CK055_4;composition;183;0.315517241;0.882031555;
CK055_4;composition;213.5;0.368103448;0.854935622;
CK055_4;composition;244;0.420689655;0.347042076;
CK055_4;composition;274.5;0.473275862;0.722603437;
CK055_4;composition;305;0.525862069;0.575789415;
CK055_4;composition;335.5;0.578448276;0.517778897;
CK055_4;composition;366;0.631034483;0.384809032;
CK055_4;composition;396.5;0.68362069;0.339280416;
CK055_4;composition;427;0.736206897;0.337108243;
CK055_4;composition;457.5;0.788793103;0.332707931;
CK055_4;composition;518.5;0.893965517;0.364023996;
CK055_4;composition;549;0.946551724;0.249751281;
CK055_4;composition;579.5;1;0.21041182;
CK055_4;index;30.5;0.052586207;;
CK055_4;index;61;0.105172414;0.555009047;
CK055_4;index;91.5;0.157758621;0.481568614;
CK055_4;index;122;0.210344828;0.579724373;
CK055_4;index;152.5;0.262931034;0.067527264;
CK055_4;index;183;0.315517241;0.422741923;
CK055_4;index;213.5;0.368103448;0.311892307;
CK055_4;index;244;0.420689655;0.597158191;
CK055_4;index;274.5;0.473275862;0.770030104;
CK055_4;index;305;0.525862069;0.87313444;
CK055_4;index;335.5;0.578448276;0.896450597;
CK055_4;index;366;0.631034483;0.793873081;
CK055_4;index;396.5;0.68362069;0.607089175;
CK055_4;index;427;0.736206897;0.556209078;
CK055_4;index;457.5;0.788793103;0.593774446;
CK055_4;index;518.5;0.893965517;0.678606678;
CK055_4;index;549;0.946551724;0.492797325;
CK055_4;index;579.5;1;0.438609052;
CK055_5;biomass;30.5;0.052586207;-4.077537444;1.002585464
CK055_5;biomass;61;0.105172414;-3.970291914;1.004360983
CK055_5;biomass;91.5;0.157758621;-3.619886583;0.447314342
CK055_5;biomass;122;0.210344828;-4.083171262;1.003591017
CK055_5;biomass;152.5;0.262931034;-3.757615882;0.594616872
CK055_5;biomass;183;0.315517241;-3.506557897;0.446944444
CK055_5;biomass;213.5;0.368103448;-3.619886583;0.446600057
CK055_5;biomass;244;0.420689655;-3.437565026;0.450997732
CK055_5;biomass;274.5;0.473275862;-3.401197382;0.346885813
CK055_5;biomass;305;0.525862069;-2.97044871;0.169672313
CK055_5;biomass;335.5;0.578448276;-2.958341735;0.141722198
CK055_5;biomass;366;0.631034483;-2.945375634;0.193432156
CK055_5;biomass;396.5;0.68362069;-3.154077763;0.35101852
CK055_5;biomass;427;0.736206897;-2.203520363;0.140883465
CK055_5;biomass;457.5;0.788793103;-2.174789722;0.261334292
CK055_5;biomass;518.5;0.893965517;-1.969650721;0.297443977
CK055_5;biomass;549;0.946551724;-1.431448632;0.268775539
CK055_5;biomass;579.5;1;-2.141140773;0.382103745
CK055_5;composition;30.5;0.052586207;0.22111666;
CK055_5;composition;61;0.105172414;0.852549541;
CK055_5;composition;91.5;0.157758621;0.953479779;
CK055_5;composition;122;0.210344828;0.960642689;
CK055_5;composition;152.5;0.262931034;0.960616184;
CK055_5;composition;183;0.315517241;0.933368232;
CK055_5;composition;213.5;0.368103448;0.753178924;
CK055_5;composition;244;0.420689655;0.695373591;
CK055_5;composition;274.5;0.473275862;0.582325704;
CK055_5;composition;305;0.525862069;0.668190404;
CK055_5;composition;335.5;0.578448276;0.60791848;
CK055_5;composition;366;0.631034483;0.401716417;
CK055_5;composition;396.5;0.68362069;0.464815986;
CK055_5;composition;427;0.736206897;0.529874573;
CK055_5;composition;457.5;0.788793103;0.521278398;
CK055_5;composition;518.5;0.893965517;0.454811644;
CK055_5;composition;549;0.946551724;0.331753104;
CK055_5;composition;579.5;1;0.209501116;
CK055_5;index;30.5;0.052586207;0.315284246;
CK055_5;index;61;0.105172414;0.150007925;
CK055_5;index;91.5;0.157758621;-0.104527662;
CK055_5;index;122;0.210344828;-0.114346854;
CK055_5;index;152.5;0.262931034;-0.113341068;
CK055_5;index;183;0.315517241;-0.052117481;
CK055_5;index;213.5;0.368103448;0.189551999;
CK055_5;index;244;0.420689655;0.338989889;
CK055_5;index;274.5;0.473275862;0.878122571;
CK055_5;index;305;0.525862069;0.428387565;
CK055_5;index;335.5;0.578448276;0.458875533;
CK055_5;index;366;0.631034483;0.576566554;
CK055_5;index;396.5;0.68362069;0.52358943;
CK055_5;index;427;0.736206897;0.550307327;
CK055_5;index;457.5;0.788793103;0.50886868;
CK055_5;index;518.5;0.893965517;0.587409633;
CK055_5;index;549;0.946551724;0.530912947;
CK055_5;index;579.5;1;0.390090674;
CK055_6;biomass;30.5;0.052586207;-4.077537444;1.002585464
CK055_6;biomass;61;0.105172414;-3.970291914;1.004360983
CK055_6;biomass;91.5;0.157758621;-3.619886583;0.447314342
CK055_6;biomass;122;0.210344828;-3.181040978;0.497319532
CK055_6;biomass;152.5;0.262931034;-3.432193482;0.311542871
CK055_6;biomass;183;0.315517241;-3.506557897;0.446944444
CK055_6;biomass;213.5;0.368103448;-4.025351691;1.002155612
CK055_6;biomass;244;0.420689655;-2.763074528;0.271447127
CK055_6;biomass;274.5;0.473275862;-3.931825633;1.000865052
CK055_6;biomass;305;0.525862069;-3.308106959;0.444539626
CK055_6;biomass;335.5;0.578448276;-2.576730695;0.32939818
CK055_6;biomass;366;0.631034483;-1.838119298;0.257100176
CK055_6;biomass;396.5;0.68362069;-1.519628565;0.230436264
CK055_6;biomass;427;0.736206897;-1.285736892;0.166046255
CK055_6;biomass;457.5;0.788793103;-1.231819245;0.152948053
CK055_6;biomass;518.5;0.893965517;-0.994005507;0.12993124
CK055_6;biomass;549;0.946551724;-1.085899309;0.14498269
CK055_6;biomass;579.5;1;-0.991312147;0.154526896
CK055_6;composition;30.5;0.052586207;0.136138289;
CK055_6;composition;61;0.105172414;0.105288677;
CK055_6;composition;91.5;0.157758621;0.806242519;
CK055_6;composition;122;0.210344828;0.813721169;
CK055_6;composition;152.5;0.262931034;0.921418393;
CK055_6;composition;183;0.315517241;0.907573717;
CK055_6;composition;213.5;0.368103448;0.801030431;
CK055_6;composition;244;0.420689655;0.789353472;
CK055_6;composition;274.5;0.473275862;0.813899357;
CK055_6;composition;305;0.525862069;0.86852769;
CK055_6;composition;335.5;0.578448276;0.849904309;
CK055_6;composition;366;0.631034483;0.790650406;
CK055_6;composition;396.5;0.68362069;0.845612613;
CK055_6;composition;427;0.736206897;0.842794267;
CK055_6;composition;457.5;0.788793103;0.763690173;
CK055_6;composition;518.5;0.893965517;0.826222606;
CK055_6;composition;549;0.946551724;0.418507735;
CK055_6;composition;579.5;1;0.175006619;
CK055_6;index;30.5;0.052586207;-0.157390395;
CK055_6;index;61;0.105172414;-0.125131323;
CK055_6;index;91.5;0.157758621;0.164512731;
CK055_6;index;122;0.210344828;0.157809455;
CK055_6;index;152.5;0.262931034;-0.037422974;
CK055_6;index;183;0.315517241;-0.001179544;
CK055_6;index;213.5;0.368103448;0.11780809;
CK055_6;index;244;0.420689655;0.163214316;
CK055_6;index;274.5;0.473275862;0.153849937;
CK055_6;index;305;0.525862069;0.092654044;
CK055_6;index;335.5;0.578448276;0.10359147;
CK055_6;index;366;0.631034483;0.249698376;
CK055_6;index;396.5;0.68362069;0.099614996;
CK055_6;index;427;0.736206897;0.143526572;
CK055_6;index;457.5;0.788793103;0.234971256;
CK055_6;index;518.5;0.893965517;0.160734157;
CK055_6;index;549;0.946551724;0.389624404;
CK055_6;index;579.5;1;-0.259319264;
CK056_1;abundance;7;0.019230769;-1.599633912;0.127298809
CK056_1;abundance;28;0.076923077;-0.958625096;0.083328998
CK056_1;abundance;91;0.25;-0.530628251;0.040489235
CK056_1;abundance;182;0.5;-0.104834061;0.038987313
CK056_1;abundance;364;1;0.074107972;0.032727762
CK056_1;composition;7;0.019230769;0.278352156;
CK056_1;composition;28;0.076923077;0.107866383;
CK056_1;composition;91;0.25;0.17447717;
CK056_1;composition;182;0.5;0.070108378;
CK056_1;composition;364;1;0.047941649;
CK056_1;index;7;0.019230769;-0.749408469;0.005570373
CK056_1;index;28;0.076923077;-0.084118334;0.005693921
CK056_1;index;91;0.25;-0.035573192;0.003620743
CK056_1;index;182;0.5;-0.073726987;0.027540331
CK056_1;index;364;1;-0.258716217;0.012282943
CK056_2;abundance;7;0.019230769;-1.649644333;0.179011868
CK056_2;abundance;28;0.076923077;-0.820038932;0.091151342
CK056_2;abundance;91;0.25;-0.753771802;0.023562152
CK056_2;abundance;182;0.5;-0.921041335;0.032831573
CK056_2;abundance;364;1;0.124751705;0.063515436
CK056_2;composition;7;0.019230769;0.30299191;
CK056_2;composition;28;0.076923077;0.150932454;
CK056_2;composition;91;0.25;0.285947967;
CK056_2;composition;182;0.5;0.319938694;
CK056_2;composition;364;1;0.207704304;
CK056_2;index;7;0.019230769;-0.543178232;0.031418683
CK056_2;index;28;0.076923077;-0.152214984;0.005571627
CK056_2;index;91;0.25;-0.000354264;0.005442468
CK056_2;index;182;0.5;-0.198814378;0.003514388
CK056_2;index;364;1;-0.037249922;0.007831021
CK056_3;abundance;7;0.019230769;-3.926911618;1.573201546
CK056_3;abundance;28;0.076923077;-3.47093072;0.718606167
CK056_3;abundance;91;0.25;-1.680533834;0.112434449
CK056_3;abundance;182;0.5;-1.439835128;0.015053795
CK056_3;abundance;364;1;-0.645356517;0.031910498
CK056_3;composition;7;0.019230769;0.683981292;
CK056_3;composition;28;0.076923077;0.64962447;
CK056_3;composition;91;0.25;0.696941076;
CK056_3;composition;182;0.5;0.754528015;
CK056_3;composition;364;1;0.787496502;
CK056_3;index;7;0.019230769;-2.060023456;0.220605586
CK056_3;index;28;0.076923077;-1.290814136;0.12139942
CK056_3;index;91;0.25;-0.530987437;0.05410663
CK056_3;index;182;0.5;-0.583851788;0.00584935
CK056_3;index;364;1;-0.30018546;0.006125872
CK056_4;abundance;7;0.019230769;-2.748256622;0.300642374
CK056_4;abundance;28;0.076923077;-2.490101467;0.164786722
CK056_4;abundance;91;0.25;-1.084013489;0.033715448
CK056_4;abundance;182;0.5;-0.787509942;0.062453968
CK056_4;abundance;364;1;-0.150660275;0.022130605
CK056_4;composition;7;0.019230769;0.483384053;
CK056_4;composition;28;0.076923077;0.555633281;
CK056_4;composition;91;0.25;0.537389757;
CK056_4;composition;182;0.5;0.368378349;
CK056_4;composition;364;1;0.440035907;
CK056_4;index;7;0.019230769;-1.308617274;0.061644282
CK056_4;index;28;0.076923077;-1.32872887;0.013619349
CK056_4;index;91;0.25;-0.335038748;0.015590015
CK056_4;index;182;0.5;-0.536419113;0.017109274
CK056_4;index;364;1;-0.151314205;0.003076382
CK057_1;biomass;7;0.019230769;-0.611764706;0.002405515
CK057_1;biomass;28;0.076923077;-0.235294118;0.00202687
CK057_1;biomass;91;0.25;-0.023529412;0.001749592
CK057_1;biomass;364;1;-0.070588235;0.001514527
CK057_1;composition;7;0.019230769;0.374102896;
CK057_1;composition;28;0.076923077;0.151661313;
CK057_1;composition;91;0.25;0.14415841;
CK057_1;composition;364;1;0.087986291;
CK057_2;biomass;7;0.019230769;-0.4;0.001668596
CK057_2;biomass;28;0.076923077;-0.376470588;0.001875816
CK057_2;biomass;91;0.25;0.141176471;0.001129548
CK057_2;biomass;364;1;-0.094117647;0.002322804
