caseID;resp.cat;DAY;RD;LRR;var.lrr
CK001_1;biomass;0;0;-0.603290851;0.061374747
CK001_1;biomass;425;0.537974684;-1.410371434;0.056283327
CK001_1;biomass;790;1;0.13694833;0.041839704
CK001_1;composition;0;0;0.291888102;
CK001_1;composition;425;0.537974684;0.78743157;
CK001_1;composition;790;1;0.982347577;
CK001_1;index;0;0;-0.083991063;0.001581324
CK001_1;index;425;0.537974684;0.257794629;0.001058171
CK001_1;index;790;1;0.21705387;0.000996715
CK002_1;abundance;0;0;0.063513406;0.036929535
CK002_1;abundance;1;0.011111111;-0.592051064;0.099404849
CK002_1;abundance;30;0.333333333;0.015267472;0.012647971
CK002_1;abundance;60;0.666666667;-0.975379648;0.070696907
CK002_1;abundance;90;1;-0.108213585;0.055297391
CK002_1;composition;0;0;0.087792601;
CK002_1;composition;1;0.011111111;0.430434465;
CK002_1;composition;30;0.333333333;0.11516912;
CK002_1;composition;60;0.666666667;0.49004707;
CK002_1;composition;90;1;0.082305901;
CK002_1;index;0;0;-0.01856489;0.000763599
CK002_1;index;1;0.011111111;-0.061410834;0.002619606
CK002_1;index;30;0.333333333;0;0.00109874
CK002_1;index;60;0.666666667;-0.025799957;0.000911263
CK002_1;index;90;1;0.075484924;0.0018671
CK002_2;abundance;0;0;-0.050430854;0.058271134
CK002_2;abundance;1;0.011111111;-1.285198244;0.060881673
CK002_2;abundance;30;0.333333333;-0.460815203;0.012229943
CK002_2;abundance;60;0.666666667;-0.527354926;0.070185697
CK002_2;abundance;90;1;-0.245834963;0.044023494
CK002_2;composition;0;0;0.020727958;
CK002_2;composition;1;0.011111111;0.703936958;
CK002_2;composition;30;0.333333333;0.237000543;
CK002_2;composition;60;0.666666667;0.271683907;
CK002_2;composition;90;1;0.122446403;
CK002_2;index;0;0;-0.092432656;0.002487726
CK002_2;index;1;0.011111111;-0.221325219;0.00319812
CK002_2;index;30;0.333333333;-0.173959221;0.001226148
CK002_2;index;60;0.666666667;-0.148808194;0.006424956
CK002_2;index;90;1;0.078941149;0.001865545
CK003_1;biomass;0;0;-0.259511195;0.080329343
CK003_1;biomass;365;0.333333333;-2.745437733;6.642629546
CK003_1;biomass;730;0.666666667;-0.983732013;0.199728909
CK003_1;biomass;1095;1;-0.791882021;0.166068069
CK003_1;composition;0;0;0.503511737;
CK003_1;composition;365;0.333333333;0.066810657;
CK003_1;composition;730;0.666666667;0.224903563;
CK003_1;composition;1095;1;0.288242479;
CK003_2;biomass;0;0;-0.267595314;0.086999055
CK003_2;biomass;365;0.333333333;-1.759498607;0.933903975
CK003_2;biomass;730;0.666666667;-1.091007689;0.212164745
CK003_2;biomass;1095;1;-0.709147522;0.134544541
CK003_2;composition;0;0;0.002568015;
CK003_2;composition;365;0.333333333;0.161398068;
CK003_2;composition;730;0.666666667;0.012049303;
CK003_2;composition;1095;1;0.174083949;
CK003_3;biomass;0;0;-0.244385267;0.02443353
CK003_3;biomass;365;0.333333333;-2.940043368;2.515502732
CK003_3;biomass;730;0.666666667;-1.144549384;0.07176038
CK003_3;biomass;1095;1;-0.968658717;0.048402819
CK003_3;composition;0;0;0.022393383;
CK003_3;composition;365;0.333333333;0.065581917;
CK003_3;composition;730;0.666666667;0.032883091;
CK003_3;composition;1095;1;0.033680144;
CK003_4;biomass;0;0;-0.235119742;0.064732333
CK003_4;biomass;365;0.333333333;-2.899588413;11.14149576
CK003_4;biomass;730;0.666666667;-1.031360062;0.239252178
CK003_4;biomass;1095;1;-0.75484075;0.169453763
CK003_4;composition;0;0;0.015626807;
CK003_4;composition;365;0.333333333;0.345526243;
CK003_4;composition;730;0.666666667;0.049755103;
CK003_4;composition;1095;1;0.074375044;
CK003_5;biomass;0;0;-0.139761942;0.068599055
CK003_5;biomass;365;0.333333333;-1.808288771;1.466874496
CK003_5;biomass;730;0.666666667;-0.57113223;0.091621835
CK003_5;biomass;1095;1;-0.191891008;0.067468517
CK003_5;composition;0;0;0.023637113;
CK003_5;composition;365;0.333333333;0.123232307;
CK003_5;composition;730;0.666666667;0.230820832;
CK003_5;composition;1095;1;0.262691938;
CK003_6;biomass;0;0;-0.568504735;0.030132506
CK003_6;biomass;365;0.333333333;-2.940043368;2.258558288
CK003_6;biomass;730;0.666666667;-1.023921396;0.062961475
CK003_6;biomass;1095;1;-0.979469633;0.063847255
CK003_6;composition;0;0;0.002899535;
CK003_6;composition;365;0.333333333;0.191851589;
CK003_6;composition;730;0.666666667;0.141590762;
CK003_6;composition;1095;1;0.120620667;
CK004_1;biomass;60;0.4;0.001329787;0.014028949
CK004_1;biomass;150;1;0.109162802;0.006589662
CK004_2;abundance;60;0.4;-0.15665381;0.065653768
CK004_2;abundance;150;1;0.374550745;0.115799714
CK004_2;composition;60;0.4;0.162;
CK004_2;composition;150;1;0.237;
CK004_2;index;60;0.4;0.189849823;
CK004_2;index;150;1;-0.108960132;
CK004_3;biomass;60;0.4;0.222487599;0.016067387
CK004_3;biomass;150;1;0.236481762;0.002945246
CK005_1;biomass;0;0;0.124454174;0.037098165
CK005_1;biomass;35;0.113636364;-2.277267285;0.075366636
CK005_1;biomass;308;1;-0.916290732;0.02125
CK005_1;composition;0;0;0.08845839;
CK005_1;composition;35;0.113636364;0.440581053;
CK005_1;composition;308;1;0.134776667;
CK005_1;index;0;0;0.071743905;0.000902981
CK005_1;index;35;0.113636364;-0.559615788;0.002699217
CK005_1;index;308;1;0.016901811;0.00154451
CK006_1;biomass;0;0;0.135482612;0.001701554
CK006_1;biomass;365;0.071428571;-1.070589439;0.006549367
CK006_1;biomass;730;0.142857143;-0.494844952;0.007191374
CK006_1;biomass;1095;0.214285714;-0.340057183;0.002361222
CK006_1;biomass;1460;0.285714286;-0.200433307;0.002561142
CK006_1;biomass;1825;0.357142857;-0.242280416;0.004406514
CK006_1;biomass;2190;0.428571429;-0.154833973;0.006830637
CK006_1;biomass;2555;0.5;-0.05314747;0.006804365
CK006_1;biomass;2920;0.571428571;-0.107117764;0.005983834
CK006_1;biomass;3285;0.642857143;-0.148721558;0.008281171
CK006_1;biomass;3650;0.714285714;-0.11686434;0.002110547
CK006_1;biomass;4015;0.785714286;-0.037457563;0.002808435
CK006_1;biomass;4380;0.857142857;-0.048435617;0.00117461
CK006_1;biomass;4745;0.928571429;-0.045393572;0.007960133
CK006_1;biomass;5110;1;-0.046091107;0.01092902
CK006_1;composition;0;0;0.178795548;
CK006_1;composition;365;0.071428571;0.357695108;
CK006_1;composition;730;0.142857143;0.476684117;
CK006_1;composition;1095;0.214285714;0.297992581;
CK006_1;composition;1460;0.285714286;0.496758312;
CK006_1;composition;1825;0.357142857;0.496550289;
CK006_1;composition;2190;0.428571429;0.397323441;
CK006_1;composition;2555;0.5;0.297888569;
CK006_1;composition;2920;0.571428571;0.27823042;
CK006_1;composition;3285;0.642857143;0.297888569;
CK006_1;composition;3650;0.714285714;0.039940367;
CK006_1;composition;4015;0.785714286;0.139063204;
CK006_1;composition;4380;0.857142857;0.09933086;
CK006_1;composition;4745;0.928571429;0.19866172;
CK006_1;composition;5110;1;0.158929376;
CK006_1;index;0;0;-0.009756175;0.00124209
CK006_1;index;365;0.071428571;-0.324776197;0.026528968
CK006_1;index;730;0.142857143;-0.129534052;0.019735653
CK006_1;index;1095;0.214285714;-0.104442663;0.034305603
CK006_1;index;1460;0.285714286;-0.143100844;0.019528271
CK006_1;index;1825;0.357142857;0.027150989;0.029518947
CK006_1;index;2190;0.428571429;0.122961711;0.007616229
CK006_1;index;2555;0.5;0;0.001795461
CK006_1;index;2920;0.571428571;0.008888947;0.01782308
CK006_1;index;3285;0.642857143;-0.038099846;0.015187329
CK006_1;index;3650;0.714285714;0.053109825;0.017920446
CK006_1;index;4015;0.785714286;0.122217633;0.002857867
CK006_1;index;4380;0.857142857;-0.019418086;0.006243936
CK006_1;index;4745;0.928571429;0.087861356;0.003560873
CK006_1;index;5110;1;0.148420005;0.02291962
CK006_2;biomass;0;0;0.075223421;0.001775905
CK006_2;biomass;365;0.071428571;-1.239529427;0.007628516
CK006_2;biomass;730;0.142857143;-0.607685951;0.006041304
CK006_2;biomass;1095;0.214285714;-0.427576561;0.00367236
CK006_2;biomass;1460;0.285714286;-0.187462956;0.003684315
CK006_2;biomass;1825;0.357142857;-0.268736986;0.004554686
CK006_2;biomass;2190;0.428571429;-0.166867813;0.004024748
CK006_2;biomass;2555;0.5;-0.075223421;0.007067985
CK006_2;biomass;2920;0.571428571;-0.14553478;0.006298942
CK006_2;biomass;3285;0.642857143;-0.105919019;0.00238686
CK006_2;biomass;3650;0.714285714;-0.144799117;0.004561685
CK006_2;biomass;4015;0.785714286;-0.103184236;0.005966778
CK006_2;biomass;4380;0.857142857;-0.086366839;0.004710491
CK006_2;biomass;4745;0.928571429;-0.125952409;0.004503139
CK006_2;biomass;5110;1;0.014903405;0.005530334
CK006_2;composition;0;0;0.079464688;
CK006_2;composition;365;0.071428571;0.079464688;
CK006_2;composition;730;0.142857143;0.000104011;
CK006_2;composition;1095;0.214285714;0.019970183;
CK006_2;composition;1460;0.285714286;0.297888569;
CK006_2;composition;1825;0.357142857;0.297992581;
CK006_2;composition;2190;0.428571429;0.178795548;
CK006_2;composition;2555;0.5;0.039732344;
CK006_2;composition;2920;0.571428571;0.019762161;
CK006_2;composition;3285;0.642857143;0.178587526;
CK006_2;composition;3650;0.714285714;0;
CK006_2;composition;4015;0.785714286;0.218631904;
CK006_2;composition;4380;0.857142857;0.059702527;
CK006_2;composition;4745;0.928571429;0.059702527;
CK006_2;composition;5110;1;0.119093021;
CK006_2;index;0;0;0.056618894;0.00071371
CK006_2;index;365;0.071428571;-0.336472237;0.015151472
CK006_2;index;730;0.142857143;-0.161969328;0.020350036
CK006_2;index;1095;0.214285714;-0.161061557;0.02300283
CK006_2;index;1460;0.285714286;-0.042559614;0.017316215
CK006_2;index;1825;0.357142857;-0.027908788;0.022348005
CK006_2;index;2190;0.428571429;0.036701367;0.016693895
CK006_2;index;2555;0.5;0.016807118;0.011149095
CK006_2;index;2920;0.571428571;0.060624622;0.015999047
CK006_2;index;3285;0.642857143;0.054558984;0.016912097
CK006_2;index;3650;0.714285714;0.053109825;0.020893098
CK006_2;index;4015;0.785714286;0.039220713;0.008388905
CK006_2;index;4380;0.857142857;0.019048195;0.007301427
CK006_2;index;4745;0.928571429;0.030153038;0.008356891
CK006_2;index;5110;1;-0.040821995;0.027750694
CK006_3;biomass;0;0;0.075223421;0.001775905
CK006_3;biomass;365;0.071428571;-1.976570801;0.00797387
CK006_3;biomass;730;0.142857143;-1.257420639;0.018469405
CK006_3;biomass;1095;0.214285714;-0.932323139;0.007320182
CK006_3;biomass;1460;0.285714286;-0.835262317;0.010733902
CK006_3;biomass;1825;0.357142857;-0.618161373;0.007462593
CK006_3;biomass;2190;0.428571429;-0.444112215;0.008059225
CK006_3;biomass;2555;0.5;-0.327814174;0.011079742
CK006_3;biomass;2920;0.571428571;-0.413397161;0.006697571
CK006_3;biomass;3285;0.642857143;-0.358830892;0.021334159
CK006_3;biomass;3650;0.714285714;-0.314173688;0.011486322
CK006_3;biomass;4015;0.785714286;-0.173536727;0.006664056
CK006_3;biomass;4380;0.857142857;-0.060920174;0.000716705
CK006_3;biomass;4745;0.928571429;-0.195424782;0.013614829
CK006_3;biomass;5110;1;-0.180521376;0.013674416
CK006_3;composition;0;0;0.258156225;
CK006_3;composition;365;0.071428571;0.437055785;
CK006_3;composition;730;0.142857143;0.97344243;
CK006_3;composition;1095;0.214285714;0.734944354;
CK006_3;composition;1460;0.285714286;0.774884721;
CK006_3;composition;1825;0.357142857;1.052907118;
CK006_3;composition;2190;0.428571429;0.595985161;
CK006_3;composition;2555;0.5;0.735048365;
CK006_3;composition;2920;0.571428571;0.496654301;
CK006_3;composition;3285;0.642857143;0.456713934;
CK006_3;composition;3650;0.714285714;0.576223;
CK006_3;composition;4015;0.785714286;0.397219429;
CK006_3;composition;4380;0.857142857;0.595985161;
CK006_3;composition;4745;0.928571429;0.159033388;
CK006_3;composition;5110;1;0.417085601;
CK006_3;index;0;0;0.11020314;0.001586868
CK006_3;index;365;0.071428571;-0.530628251;0.100168773
CK006_3;index;730;0.142857143;-0.468136215;0.253161614
CK006_3;index;1095;0.214285714;-0.561684041;0.403731592
CK006_3;index;1460;0.285714286;-0.510825624;0.495864198
CK006_3;index;1825;0.357142857;-0.457241378;0.35761086
CK006_3;index;2190;0.428571429;-0.424333592;0.618133034
CK006_3;index;2555;0.5;-0.401236772;0.451237222
CK006_3;index;2920;0.571428571;-0.470003629;0.674540816
CK006_3;index;3285;0.642857143;-0.424333592;0.562405343
CK006_3;index;3650;0.714285714;-0.410020925;0.559095422
CK006_3;index;4015;0.785714286;-0.342490309;0.350830569
CK006_3;index;4380;0.857142857;-0.300585477;0.243641115
CK006_3;index;4745;0.928571429;-0.215519626;0.154398227
CK006_3;index;5110;1;-0.198450939;0.102563296
CK006_4;biomass;0;0;-0.012687146;0.001194202
CK006_4;biomass;365;0.071428571;-1.186358257;0.019127879
CK006_4;biomass;730;0.142857143;-0.650737998;0.003997221
CK006_4;biomass;1095;0.214285714;-0.488808512;0.005630931
CK006_4;biomass;1460;0.285714286;-0.226184608;0.007436727
CK006_4;biomass;1825;0.357142857;-0.099750403;0.004397424
CK006_4;biomass;2190;0.428571429;-0.010834341;0.002943678
CK006_4;biomass;2555;0.5;-0.031482138;0.003526038
CK006_4;biomass;2920;0.571428571;0.043579881;0.00482553
CK006_4;biomass;3285;0.642857143;0.013106348;0.01520182
CK006_4;biomass;3650;0.714285714;0.146963208;0.003417075
CK006_4;biomass;4015;0.785714286;0.127074275;0.004294441
CK006_4;biomass;4380;0.857142857;0.17028572;0.004535262
CK006_4;biomass;4745;0.928571429;0.121278987;0.013186726
CK006_4;biomass;5110;1;-0.029500664;0.011447902
CK006_4;composition;0;0;0.019970183;
CK006_4;composition;365;0.071428571;0.09933086;
CK006_4;composition;730;0.142857143;0.37756128;
CK006_4;composition;1095;0.214285714;0.735256388;
CK006_4;composition;1460;0.285714286;0.37756128;
CK006_4;composition;1825;0.357142857;0.655583677;
CK006_4;composition;2190;0.428571429;0.218631904;
CK006_4;composition;2555;0.5;0.158929376;
CK006_4;composition;2920;0.571428571;0.138959193;
CK006_4;composition;3285;0.642857143;0.278126408;
CK006_4;composition;3650;0.714285714;0.119405055;
CK006_4;composition;4015;0.785714286;0.139167216;
CK006_4;composition;4380;0.857142857;0.17889956;
CK006_4;composition;4745;0.928571429;0.437055785;
CK006_4;composition;5110;1;0.159137399;
CK006_4;index;0;0;-0.148845628;0.001824436
CK006_4;index;365;0.071428571;-0.220671362;0.027103161
CK006_4;index;730;0.142857143;-0.046520016;0.014688865
CK006_4;index;1095;0.214285714;-0.149531734;0.020135418
CK006_4;index;1460;0.285714286;-0.10880286;0.010299899
CK006_4;index;1825;0.357142857;-0.213093215;0.00644349
CK006_4;index;2190;0.428571429;-0.192077732;0.014604418
CK006_4;index;2555;0.5;-0.192077732;0.006853553
CK006_4;index;2920;0.571428571;-0.127833372;0.01274876
CK006_4;index;3285;0.642857143;-0.124454174;0.016279832
CK006_4;index;3650;0.714285714;-0.035932009;0.014929098
CK006_4;index;4015;0.785714286;-0.165985137;0.012947184
CK006_4;index;4380;0.857142857;-0.091567194;0.014411739
CK006_4;index;4745;0.928571429;-0.15415068;0.015908447
CK006_4;index;5110;1;-0.223143551;0.02179784
CK006_5;biomass;0;0;-0.029216448;0.001214526
CK006_5;biomass;365;0.071428571;-1.39115267;0.018497419
CK006_5;biomass;730;0.142857143;-0.70403658;0.009628186
CK006_5;biomass;1095;0.214285714;-0.547822684;0.009557807
CK006_5;biomass;1460;0.285714286;-0.264999312;0.005990228
CK006_5;biomass;1825;0.357142857;-0.054184434;0.004101625
CK006_5;biomass;2190;0.428571429;-0.021787354;0.002136691
CK006_5;biomass;2555;0.5;0.088903525;0.003136917
CK006_5;biomass;2920;0.571428571;0.125425129;0.006712368
CK006_5;biomass;3285;0.642857143;0.063878673;0.009865291
CK006_5;biomass;3650;0.714285714;0.180560993;0.0021147
CK006_5;biomass;4015;0.785714286;0.11506933;0.007881616
CK006_5;biomass;4380;0.857142857;0.190947611;0.003226425
CK006_5;biomass;4745;0.928571429;0.121278987;0.008838508
CK006_5;biomass;5110;1;0.028655256;0.008367597
CK006_5;composition;0;0;0.456817945;
CK006_5;composition;365;0.071428571;0.397427452;
CK006_5;composition;730;0.142857143;0.099538883;
CK006_5;composition;1095;0.214285714;0.278334431;
CK006_5;composition;1460;0.285714286;0.238498076;
CK006_5;composition;1825;0.357142857;0.317858753;
CK006_5;composition;2190;0.428571429;0.039732344;
CK006_5;composition;2555;0.5;0.158929376;
CK006_5;composition;2920;0.571428571;0.158929376;
CK006_5;composition;3285;0.642857143;0.397531463;
CK006_5;composition;3650;0.714285714;0.436951773;
CK006_5;composition;4015;0.785714286;0.099122837;
CK006_5;composition;4380;0.857142857;0.178691537;
CK006_5;composition;4745;0.928571429;0.397323441;
CK006_5;composition;5110;1;0.317858753;
CK006_5;index;0;0;-0.112477983;0.002720267
CK006_5;index;365;0.071428571;-0.456237433;0.017965098
CK006_5;index;730;0.142857143;-0.318453731;0.009305591
CK006_5;index;1095;0.214285714;-0.239479971;0.01743152
CK006_5;index;1460;0.285714286;-0.063851472;0.006845083
CK006_5;index;1825;0.357142857;-0.225671998;0.009005258
CK006_5;index;2190;0.428571429;-0.203912189;0.008495386
CK006_5;index;2555;0.5;-0.228009741;0.00711137
CK006_5;index;2920;0.571428571;-0.235722334;0.013868306
CK006_5;index;3285;0.642857143;-0.17384693;0.01493535
CK006_5;index;3650;0.714285714;-0.152191815;0.015902384
CK006_5;index;4015;0.785714286;-0.073203404;0.016979379
CK006_5;index;4380;0.857142857;-0.051293294;0.013888937
CK006_5;index;4745;0.928571429;-0.048790164;0.016672336
CK006_5;index;5110;1;-0.117783036;0.022345679
CK006_6;biomass;0;0;-0.020917646;0.001204238
CK006_6;biomass;365;0.071428571;-2.193998768;0.022635159
CK006_6;biomass;730;0.142857143;-1.382690753;0.012948648
CK006_6;biomass;1095;0.214285714;-1.156494629;0.010805908
CK006_6;biomass;1460;0.285714286;-0.836559502;0.01037349
CK006_6;biomass;1825;0.357142857;-0.566495942;0.009638691
CK006_6;biomass;2190;0.428571429;-0.456304785;0.008275856
CK006_6;biomass;2555;0.5;-0.284931039;0.020576028
CK006_6;biomass;2920;0.571428571;-0.295881895;0.010051814
CK006_6;biomass;3285;0.642857143;-0.220508504;0.011114024
CK006_6;biomass;3650;0.714285714;-0.111536098;0.008005512
CK006_6;biomass;4015;0.785714286;-0.084796537;0.006172943
CK006_6;biomass;4380;0.857142857;-0.037835534;0.017133855
CK006_6;biomass;4745;0.928571429;-0.059014171;0.022170931
CK006_6;biomass;5110;1;-0.091248671;0.005662245
CK006_6;composition;0;0;0.079464688;
CK006_6;composition;365;0.071428571;0.735152377;
CK006_6;composition;730;0.142857143;1.132579829;
CK006_6;composition;1095;0.214285714;1.033144957;
CK006_6;composition;1460;0.285714286;0.973546441;
CK006_6;composition;1825;0.357142857;0.615955344;
CK006_6;composition;2190;0.428571429;0.615747322;
CK006_6;composition;2555;0.5;0.556252817;
CK006_6;composition;2920;0.571428571;0.377457269;
CK006_6;composition;3285;0.642857143;0.019762161;
CK006_6;composition;3650;0.714285714;0.297888569;
CK006_6;composition;4015;0.785714286;0.039836355;
CK006_6;composition;4380;0.857142857;0.059702527;
CK006_6;composition;4745;0.928571429;0.079360677;
CK006_6;composition;5110;1;0.079464688;
CK006_6;index;0;0;-0.043485112;6.760452694
CK006_6;index;365;0.071428571;-0.504246653;18.60068179
CK006_6;index;730;0.142857143;-0.334202088;17.16378184
CK006_6;index;1095;0.214285714;-0.523248144;16.51247964
CK006_6;index;1460;0.285714286;-0.385056236;15.28481786
CK006_6;index;1825;0.357142857;-0.346624608;0.09499949
CK006_6;index;2190;0.428571429;-0.317240875;0.029680563
CK006_6;index;2555;0.5;-0.317240875;0.01366179
CK006_6;index;2920;0.571428571;-0.274436846;0.0225
CK006_6;index;3285;0.642857143;-0.225806669;0.015738848
CK006_6;index;3650;0.714285714;-0.194156014;0.018558011
CK006_6;index;4015;0.785714286;-0.152191815;0.026410923
CK006_6;index;4380;0.857142857;-0.133531393;0.028064413
CK006_6;index;4745;0.928571429;-0.140357358;0.029372185
CK006_6;index;5110;1;-0.182321557;0.012523457
CK006_7;biomass;0;0;0.232899726;0.001493734
CK006_7;biomass;365;0.071428571;-1.26236919;0.014750598
CK006_7;biomass;730;0.142857143;-0.697723847;0.011674655
CK006_7;biomass;1095;0.214285714;-0.461265933;0.013186279
CK006_7;biomass;1460;0.285714286;-0.384411699;0.007058054
CK006_7;biomass;1825;0.357142857;-0.249215792;0.010251608
CK006_7;biomass;2190;0.428571429;-0.146734082;0.014974314
CK006_7;biomass;2555;0.5;-0.160640491;0.007750089
CK006_7;biomass;2920;0.571428571;-0.026811257;0.009445268
CK006_7;biomass;3285;0.642857143;0;0.003611296
CK006_7;biomass;3650;0.714285714;0.014472033;0.003770376
CK006_7;biomass;4015;0.785714286;0;0.009289536
CK006_7;biomass;4380;0.857142857;0.027549952;0.016691309
CK006_7;biomass;4745;0.928571429;0;0.007214422
CK006_7;biomass;5110;1;-0.10931309;0.013304238
CK006_7;composition;0;0;0.079464688;
CK006_7;composition;365;0.071428571;0.21831987;
CK006_7;composition;730;0.142857143;0.456921957;
CK006_7;composition;1095;0.214285714;0.158929376;
CK006_7;composition;1460;0.285714286;0.039836355;
CK006_7;composition;1825;0.357142857;0.277918386;
CK006_7;composition;2190;0.428571429;0.059494505;
CK006_7;composition;2555;0.5;0.15924141;
CK006_7;composition;2920;0.571428571;0.159033388;
CK006_7;composition;3285;0.642857143;0.138959193;
CK006_7;composition;3650;0.714285714;0.079464688;
CK006_7;composition;4015;0.785714286;0.556252817;
CK006_7;composition;4380;0.857142857;0.318066775;
CK006_7;composition;4745;0.928571429;0.655375654;
CK006_7;composition;5110;1;0.536282634;
CK006_7;index;0;0;-0.116533816;0.00153622
CK006_7;index;365;0.071428571;-0.230523659;0.008520122
CK006_7;index;730;0.142857143;-0.140229341;0.014399782
CK006_7;index;1095;0.214285714;-0.125769387;0.00911538
CK006_7;index;1460;0.285714286;-0.116636904;0.006343283
CK006_7;index;1825;0.357142857;-0.078471615;0.005807069
CK006_7;index;2190;0.428571429;-0.105360516;0.004711111
CK006_7;index;2555;0.5;-0.15415068;0.006419753
CK006_7;index;2920;0.571428571;-0.062520357;0.004135576
CK006_7;index;3285;0.642857143;-0.194156014;0.010178581
CK006_7;index;3650;0.714285714;-0.09237332;0.015277083
CK006_7;index;4015;0.785714286;-0.097374164;0.004988314
CK006_7;index;4380;0.857142857;-0.021978907;0.008672548
CK006_7;index;4745;0.928571429;-0.011428696;0.005272771
CK006_7;index;5110;1;-0.105360516;0.00659808
CK006_8;biomass;0;0;0.192077732;0.001542734
CK006_8;biomass;365;0.071428571;-1.447397109;0.019350601
CK006_8;biomass;730;0.142857143;-0.697723847;0.011674655
CK006_8;biomass;1095;0.214285714;-0.577676285;0.020041861
CK006_8;biomass;1460;0.285714286;-0.384411699;0.013086218
CK006_8;biomass;1825;0.357142857;-0.203124684;0.009467868
CK006_8;biomass;2190;0.428571429;-0.118403576;0.014564938
CK006_8;biomass;2555;0.5;-0.215750853;0.019508688
CK006_8;biomass;2920;0.571428571;-0.068426139;0.010022066
CK006_8;biomass;3285;0.642857143;-0.073454448;0.0131921
CK006_8;biomass;3650;0.714285714;-0.029587957;0.010028693
CK006_8;biomass;4015;0.785714286;-0.059188871;0.013244359
CK006_8;biomass;4380;0.857142857;0.067502003;0.021919424
CK006_8;biomass;4745;0.928571429;-0.015128882;0.011972767
CK006_8;biomass;5110;1;-0.142873287;0.013984801
CK006_8;composition;0;0;0.457025968;
CK006_8;composition;365;0.071428571;0.536386645;
CK006_8;composition;730;0.142857143;0.09933086;
CK006_8;composition;1095;0.214285714;0.218631904;
CK006_8;composition;1460;0.285714286;0.278022397;
CK006_8;composition;1825;0.357142857;0.198869743;
CK006_8;composition;2190;0.428571429;0.357591097;
CK006_8;composition;2555;0.5;0.119301044;
CK006_8;composition;2920;0.571428571;0.27823042;
CK006_8;composition;3285;0.642857143;0.119197032;
CK006_8;composition;3650;0.714285714;0.019762161;
CK006_8;composition;4015;0.785714286;0.576431023;
CK006_8;composition;4380;0.857142857;0.456921957;
CK006_8;composition;4745;0.928571429;0.635821516;
CK006_8;composition;5110;1;0.158929376;
CK006_8;index;0;0;-0.174353387;0.00167551
CK006_8;index;365;0.071428571;-0.390866309;0.012271164
CK006_8;index;730;0.142857143;-0.230177578;0.009288021
CK006_8;index;1095;0.214285714;-0.269663567;0.010391297
CK006_8;index;1460;0.285714286;-0.225439764;0.010142995
CK006_8;index;1825;0.357142857;-0.232622295;0.004479497
CK006_8;index;2190;0.428571429;-0.235722334;0.009368306
CK006_8;index;2555;0.5;-0.259511195;0.009931413
CK006_8;index;2920;0.571428571;-0.188400603;0.00739112
CK006_8;index;3285;0.642857143;-0.218253566;0.013329713
CK006_8;index;3650;0.714285714;-0.230523659;0.017080062
CK006_8;index;4015;0.785714286;-0.230905557;0.014620524
CK006_8;index;4380;0.857142857;-0.16507975;0.013478596
CK006_8;index;4745;0.928571429;-0.070617567;0.004234554
CK006_8;index;5110;1;-0.16907633;0.007343798
CK006_9;biomass;0;0;0.009756175;0.001817734
CK006_9;biomass;365;0.071428571;-1.969122023;0.023243748
CK006_9;biomass;730;0.142857143;-1.191869782;0.015977625
CK006_9;biomass;1095;0.214285714;-0.917446134;0.012318074
CK006_9;biomass;1460;0.285714286;-0.709834099;0.011481086
CK006_9;biomass;1825;0.357142857;-0.560228721;0.012864105
CK006_9;biomass;2190;0.428571429;-0.42678253;0.020554295
CK006_9;biomass;2555;0.5;-0.631180457;0.01062583
CK006_9;biomass;2920;0.571428571;-0.527722424;0.020897565
CK006_9;biomass;3285;0.642857143;-0.553262078;0.016972238
CK006_9;biomass;3650;0.714285714;-0.524524468;0.017079058
CK006_9;biomass;4015;0.785714286;-0.467707417;0.010274707
CK006_9;biomass;4380;0.857142857;-0.408262313;0.020765273
CK006_9;biomass;4745;0.928571429;-0.217155509;0.038414518
CK006_9;biomass;5110;1;-0.309617149;0.007159577
CK006_9;composition;0;0;0.615955344;
CK006_9;composition;365;0.071428571;0.83469126;
CK006_9;composition;730;0.142857143;0.754810526;
CK006_9;composition;1095;0.214285714;0.814409042;
CK006_9;composition;1460;0.285714286;0.655687689;
CK006_9;composition;1825;0.357142857;0.774676698;
CK006_9;composition;2190;0.428571429;0.456817945;
CK006_9;composition;2555;0.5;0.635821516;
CK006_9;composition;2920;0.571428571;0.198453698;
CK006_9;composition;3285;0.642857143;0.357591097;
CK006_9;composition;3650;0.714285714;0.218631904;
CK006_9;composition;4015;0.785714286;0.735048365;
CK006_9;composition;4380;0.857142857;0.357799119;
CK006_9;composition;4745;0.928571429;0.894289776;
CK006_9;composition;5110;1;0.377353257;
CK006_9;index;0;0;-0.051293294;0.000843213
CK006_9;index;365;0.071428571;-0.581921545;0.015790059
CK006_9;index;730;0.142857143;-0.545694449;0.021481526
CK006_9;index;1095;0.214285714;-0.541597282;0.011392772
CK006_9;index;1460;0.285714286;-0.486655263;0.006277819
CK006_9;index;1825;0.357142857;-0.55256523;0.005622692
CK006_9;index;2190;0.428571429;-0.494296322;0.00467498
CK006_9;index;2555;0.5;-0.559615788;0.006944444
CK006_9;index;2920;0.571428571;-0.277631737;0.018073095
CK006_9;index;3285;0.642857143;-0.376477571;0.014713729
CK006_9;index;3650;0.714285714;-0.46608973;0.015715203
CK006_9;index;4015;0.785714286;-0.370018359;0.009395293
